HAT-056-0000004     0         none                
HAT-056-0000011     0         none                
HAT-056-0000025     0         none                
HAT-056-0000037     0         none                
HAT-056-0000215     0         none                
HAT-056-0000234     0         none                
HAT-056-0000342     0         none                
HAT-056-0000466     0         none                
HAT-056-0000659     0         none                
HAT-056-0001957     0         none                
HAT-056-0002405     0         none                
HAT-056-0002452     0         none                
HAT-056-0003116     0         none                
HAT-056-0003191     0         none                
HAT-056-0003742     0         none                
HAT-056-0004922     0         none                
HAT-056-0006504     0         none                
HAT-056-0008280     0         none                
HAT-056-0045697     0         none                
HAT-056-0051985     0         none                
HAT-056-0056798     0         none                
HAT-056-0056995     0         none                
HAT-056-0626439     0         none                
HAT-056-0710034     0         none                
HAT-057-0000001     0         none                
HAT-057-0000004     0         none                
HAT-057-0000106     0         none                
HAT-057-0000248     0         none                
HAT-057-0000314     0         none                
HAT-057-0000318     0         none                
HAT-057-0000322     0         none                
HAT-057-0000415     0         none                
HAT-057-0000502     0         none                
HAT-057-0000989     0         none                
HAT-057-0001015     0         none                
HAT-057-0001765     0         none                
HAT-057-0002805     0         none                
HAT-057-0006747     0         none                
HAT-057-0015442     0         RRAB                
HAT-057-0035103     0         none                
HAT-057-0036406     0         none                
HAT-057-0110982     0         none                
HAT-058-0000015     0         none                
HAT-058-0000035     0         none                
HAT-058-0000157     0         none                
HAT-058-0000272     0         none                
HAT-058-0000645     0         none                
HAT-058-0000923     0         none                
HAT-058-0001055     0         none                
HAT-058-0001268     0         none                
HAT-058-0001728     0         none                
HAT-058-0002783     0         none                
HAT-058-0002807     0         none                
HAT-058-0007970     0         none                
HAT-058-0011105     0         none                
HAT-058-0015051     0         none                
HAT-058-0020351     0         none                
HAT-058-0049658     0         none                
HAT-058-0049763     0         none                
HAT-058-0050036     0         none                
HAT-058-0073675     0         none                
HAT-058-0106845     0         none                
HAT-059-0000002     0         none                
HAT-059-0000003     0         none                
HAT-059-0000005     0         none                
HAT-059-0000006     0         none                
HAT-059-0000008     0         none                
HAT-059-0000010     0         none                
HAT-059-0000015     0         none                
HAT-059-0000018     0         none                
HAT-059-0000022     0         none                
HAT-059-0000025     0         none                
HAT-059-0000027     0         none                
HAT-059-0000031     0         none                
HAT-059-0000053     0         none                
HAT-059-0000083     0         none                
HAT-059-0000090     0         none                
HAT-059-0000138     0         none                
HAT-059-0000170     0         none                
HAT-059-0000369     0         none                
HAT-059-0000402     0         none                
HAT-059-0000446     0         none                
HAT-059-0000532     0         none                
HAT-059-0000566     0         none                
HAT-059-0000578     0         none                
HAT-059-0000602     0         none                
HAT-059-0000621     0         none                
HAT-059-0000700     0         none                
HAT-059-0000742     0         none                
HAT-059-0000744     0         none                
HAT-059-0000753     0         none                
HAT-059-0000797     0         none                
HAT-059-0000834     0         none                
HAT-059-0000847     0         none                
HAT-059-0000893     0         none                
HAT-059-0000954     0         none                
HAT-059-0001004     0         none                
HAT-059-0001018     0         none                
HAT-059-0001023     0         none                
HAT-059-0001175     0         none                
HAT-059-0001219     0         none                
HAT-059-0001253     0         none                
HAT-059-0001350     0         none                
HAT-059-0001477     0         none                
HAT-059-0001575     0         none                
HAT-059-0001592     0         none                
HAT-059-0001673     0         none                
HAT-059-0001698     0         none                
HAT-059-0001755     0         none                
HAT-059-0002031     0         none                
HAT-059-0002492     0         none                
HAT-059-0002687     0         none                
HAT-059-0003017     0         none                
HAT-059-0003890     0         none                
HAT-059-0004278     0         none                
HAT-059-0005518     0         none                
HAT-059-0008878     0         none                
HAT-059-0009197     0         none                
HAT-059-0021266     0         none                
HAT-059-0066663     0         none                
HAT-059-0074544     0         none                
HAT-059-0078843     0         none                
HAT-059-0237480     0         none                
HAT-059-0808952     0         none                
HAT-061-0000062     0         none                
HAT-061-0000091     0         none                
HAT-061-0000207     0         none                
HAT-061-0002589     0         none                
HAT-062-0000001     0         none                
HAT-062-0000003     0         none                
HAT-062-0000120     0         none                
HAT-062-0029161     0         RRAB                
HAT-063-0000003     0         none                
HAT-063-0000004     0         none                
HAT-063-0000005     0         none                
HAT-063-0000006     0         none                
HAT-063-0000012     0         none                
HAT-063-0000046     0         none                
HAT-063-0000054     0         none                
HAT-063-0000158     0         none                
HAT-063-0000176     0         none                
HAT-063-0000266     0         none                
HAT-063-0000487     0         none                
HAT-063-0000831     0         none                
HAT-063-0004468     0         none                
HAT-063-0005403     0         none                
HAT-063-0007561     0         none                
HAT-063-0008687     0         RRAB                
HAT-063-0021269     0         none                
HAT-064-0000001     0         none                
HAT-064-0000019     0         none                
HAT-064-0000040     0         none                
HAT-064-0000074     0         none                
HAT-064-0000168     0         none                
HAT-064-0000169     0         none                
HAT-064-0000197     0         none                
HAT-064-0000602     0         none                
HAT-064-0003647     0         none                
HAT-079-0000197     0         none                
HAT-080-0000019     0         none                
HAT-080-0000237     0         none                
HAT-080-0000442     0         none                
HAT-080-0000799     0         RRAB                
HAT-080-0001660     0         none                
HAT-080-0003698     0         none                
HAT-081-0000061     0         none                
HAT-081-0000418     0         none                
HAT-081-0001665     0         none                
HAT-081-0005716     0         none                
HAT-081-0030403     0         none                
