HAT-093-0005160	Variable-not-RR
HAT-213-0005439	Variable-not-RR
HAT-056-0002405	Variable-not-RR
HAT-285-0008017	RRc
HAT-214-0013795	Variable-not-RR
HAT-057-0000502	Variable-not-RR
HAT-149-0000004	Variable-not-RR
HAT-341-0084403	RRab
HAT-221-0007018	RRc
HAT-145-0001546	Unsure
HAT-149-0000001	Variable-not-RR
HAT-238-0010246	RRab
HAT-161-0000380	Variable-not-RR
HAT-335-0012968	RRab
HAT-238-0001495	RRc
HAT-242-0015086	RRc
HAT-219-0011824	Unsure
HAT-127-0044742	Variable-not-RR
HAT-480-0004459	Unsure
HAT-095-0001631	Variable-not-RR
HAT-177-0005162	Variable-not-RR
HAT-214-0032607	Variable-not-RR
HAT-126-0001417	Variable-not-RR
HAT-213-0000034	Problem
HAT-235-0005901	RRab
HAT-191-0006332	Variable-not-RR
HAT-176-0011399	Variable-not-RR
HAT-132-0009514	Variable-not-RR
HAT-214-0026809	Variable-not-RR
HAT-163-0010956	Unsure
HAT-215-0040167	Variable-not-RR
HAT-341-0033519	RRab
HAT-064-0016664	RRc
HAT-086-0015006	Variable-not-RR
HAT-095-0010864	Variable-not-RR
HAT-204-0018332	RRc
HAT-222-0019329	Variable-not-RR
HAT-059-0063506	Variable-not-RR
HAT-122-0018736	Variable-not-RR
HAT-059-0001698	Variable-not-RR
HAT-174-0000188	Variable-not-RR
HAT-215-0022464	Variable-not-RR
HAT-177-0001440	Variable-not-RR
HAT-169-0042805	Variable-not-RR
HAT-132-0001507	Variable-not-RR
HAT-230-0003639	Variable-not-RR
HAT-081-0005716	RRab-RRc
HAT-168-0016819	Variable-not-RR
HAT-136-0007361	Variable-not-RR
HAT-175-0010451	Variable-not-RR
HAT-161-0000259	Variable-not-RR
HAT-205-0012014	Unsure
HAT-176-0000132	Variable-not-RR
HAT-108-0005889	Variable-not-RR
HAT-112-0001553	Variable-not-RR
HAT-205-0000897	Variable-not-RR
HAT-175-0010002	Variable-not-RR
HAT-163-0020053	Variable-not-RR
HAT-161-0001426	Variable-not-RR
HAT-087-0005109	Variable-not-RR
HAT-161-0016662	Unsure
HAT-215-0000012	Variable-not-RR
HAT-058-0000157	Variable-not-RR
HAT-215-0000010	Problem
HAT-218-0007992	Variable-not-RR
HAT-125-0026884	Variable-not-RR
HAT-205-0001698	Variable-not-RR
HAT-161-0000389	Variable-not-RR
HAT-127-0039352	Variable-not-RR
HAT-167-0003019	Variable-not-RR
HAT-089-0661847	Problem
HAT-171-0019178	RRc
HAT-167-0003013	Variable-not-RR
HAT-221-0023255	Unsure
HAT-166-0024084	Variable-not-RR
HAT-175-0015911	Variable-not-RR
HAT-160-0002471	Problem
HAT-122-0035102	Variable-not-RR
HAT-162-0013514	Variable-not-RR
HAT-236-0008580	RRab
HAT-163-0028274	Variable-not-RR
HAT-384-0027806	RRc
HAT-180-0004381	RRc
HAT-096-0010628	Variable-not-RR
HAT-188-0002395	Unsure
HAT-211-0009527	Variable-not-RR
HAT-143-0003793	Variable-not-RR
HAT-209-0017005	Variable-not-RR
HAT-171-0000076	Variable-not-RR
HAT-213-0010413	Variable-not-RR
HAT-126-0000548	Problem
HAT-159-0046163	Variable-not-RR
HAT-163-0004649	RRab
HAT-213-0002841	Variable-not-RR
HAT-194-0013044	Variable-not-RR
HAT-287-0025818	RRc
HAT-096-0022066	Unsure
HAT-163-0000015	Problem
HAT-059-0001219	Problem
HAT-365-0023342	RRab
HAT-213-0001712	RRc
HAT-126-0036831	Variable-not-RR
HAT-061-0002589	Variable-not-RR
HAT-156-0001148	Variable-not-RR
HAT-124-0012069	Variable-not-RR
HAT-166-0003265	Variable-not-RR
HAT-096-0004114	Variable-not-RR
HAT-121-0001039	Variable-not-RR
HAT-236-0000003	Variable-not-RR
HAT-213-0002447	Variable-not-RR
HAT-059-0000566	Variable-not-RR
HAT-057-0001015	Variable-not-RR
HAT-182-0000843	Variable-not-RR
HAT-215-0000497	Variable-not-RR
HAT-212-0000032	Variable-not-RR
HAT-215-0018270	Variable-not-RR
HAT-086-0000002	Variable-not-RR
HAT-086-0000003	Variable-not-RR
HAT-132-0016468	Unsure
HAT-216-0000385	Variable-not-RR
HAT-259-0002417	Problem
HAT-123-0000023	Variable-not-RR
HAT-123-0000020	Variable-not-RR
HAT-145-0006939	Variable-not-RR
HAT-216-0006462	Variable-not-RR
HAT-216-0000470	Problem
HAT-161-0006803	Variable-not-RR
HAT-284-0010566	RRab
HAT-260-0000006	Problem
HAT-217-0000890	Variable-not-RR
HAT-112-0001601	Variable-not-RR
HAT-276-0006129	RRab
HAT-235-0000004	Variable-not-RR
HAT-123-0005295	Variable-not-RR
HAT-192-0000039	Variable-not-RR
HAT-332-0004129	RRab
HAT-235-0000002	Variable-not-RR
HAT-187-0000120	Variable-not-RR
HAT-223-0009105	Variable-not-RR
HAT-164-0000003	Variable-not-RR
HAT-221-0022278	Variable-not-RR
HAT-133-0000642	Problem
HAT-136-0012456	Variable-not-RR
HAT-196-0015835	Variable-not-RR
HAT-056-0000037	Variable-not-RR
HAT-186-0001790	Variable-not-RR
HAT-203-0000240	Variable-not-RR
HAT-165-0018629	Variable-not-RR
HAT-221-0018199	Variable-not-RR
HAT-166-0005608	RRc
HAT-089-0000040	Problem
HAT-155-0000004	Variable-not-RR
HAT-064-0006909	Variable-not-RR
HAT-059-0076613	Variable-not-RR
HAT-155-0000001	Variable-not-RR
HAT-089-0000046	Problem
HAT-125-0000309	Variable-not-RR
HAT-215-0002349	Variable-not-RR
HAT-155-0043240	Problem
HAT-151-0012943	Variable-not-RR
HAT-219-0000084	Variable-not-RR
HAT-215-0021676	Variable-not-RR
HAT-170-0000882	Variable-not-RR
HAT-183-0000657	Variable-not-RR
HAT-159-0000356	Variable-not-RR
HAT-223-0010926	Unsure
HAT-092-0011033	Variable-not-RR
HAT-160-0020780	Variable-not-RR
HAT-214-0003944	Variable-not-RR
HAT-281-0004016	RRab
HAT-240-0005727	RRc
HAT-215-0001340	Variable-not-RR
HAT-238-0015219	RRab
HAT-090-0000671	Variable-not-RR
HAT-150-0014111	Not-variable
HAT-169-0000986	Variable-not-RR
HAT-168-0017344	Variable-not-RR
HAT-160-0000125	Problem
HAT-204-0305631	Variable-not-RR
HAT-134-0002319	Unsure
HAT-167-0026178	Variable-not-RR
HAT-204-0000879	Variable-not-RR
HAT-168-0005945	Unsure
HAT-286-0015366	RRab
HAT-231-0000361	Unsure
HAT-259-0007594	Problem
HAT-293-0020039	RRab
HAT-096-0007486	Variable-not-RR
HAT-175-0025065	Variable-not-RR
HAT-212-0012347	Variable-not-RR
HAT-153-0001049	Variable-not-RR
HAT-282-0004048	RRab
HAT-215-0030089	Variable-not-RR
HAT-094-0000015	Variable-not-RR
HAT-133-0028584	Variable-not-RR
HAT-167-0000160	Variable-not-RR
HAT-167-0000167	Variable-not-RR
HAT-205-0016492	Variable-not-RR
HAT-167-0000165	Variable-not-RR
HAT-205-0011394	Unsure
HAT-222-0007492	Variable-not-RR
HAT-150-0011968	Variable-not-RR
HAT-174-0008757	Unsure
HAT-153-0008017	Variable-not-RR
HAT-115-0003066	Variable-not-RR
HAT-389-0009153	Variable-not-RR
HAT-185-0001213	RRab
HAT-287-0012109	RRc
HAT-142-0001264	Variable-not-RR
HAT-089-0000021	Problem
HAT-388-0093792	RRab
HAT-094-0000042	Variable-not-RR
HAT-436-0058442	RRab
HAT-132-0000063	Problem
HAT-170-0040607	Variable-not-RR
HAT-431-0034924	Not-variable
HAT-161-0001606	Problem
HAT-193-0000503	Variable-not-RR
HAT-206-0013406	Variable-not-RR
HAT-089-0000913	Problem
HAT-150-0000029	Variable-not-RR
HAT-167-0001368	Variable-not-RR
HAT-186-0000130	Variable-not-RR
HAT-153-0008949	Variable-not-RR
HAT-161-0001604	Variable-not-RR
HAT-175-0014501	Variable-not-RR
HAT-144-0000282	Variable-not-RR
HAT-150-0000023	Variable-not-RR
HAT-134-0018328	Variable-not-RR
HAT-204-0019815	Unsure
HAT-162-0000326	Variable-not-RR
HAT-204-0001121	RRab
HAT-093-0048500	Variable-not-RR
HAT-088-0000408	Variable-not-RR
HAT-097-0013210	Variable-not-RR
HAT-130-0831560	Problem
HAT-187-0000918	Variable-not-RR
HAT-141-0000817	Variable-not-RR
HAT-188-0001131	RRab
HAT-171-0009468	Variable-not-RR
HAT-122-0024929	Variable-not-RR
HAT-385-0034379	RRab
HAT-139-0006753	Variable-not-RR
HAT-086-0000567	Variable-not-RR
HAT-081-0000418	Variable-not-RR
HAT-132-0006603	Variable-not-RR
HAT-176-0020026	Variable-not-RR
HAT-172-0000053	Problem
HAT-150-0004857	RRab
HAT-206-0012682	Variable-not-RR
HAT-166-0009119	Variable-not-RR
HAT-116-0000443	Variable-not-RR
HAT-146-0003560	Unsure
HAT-093-0000198	Variable-not-RR
HAT-064-0020152	Variable-not-RR
HAT-160-0012719	Variable-not-RR
HAT-211-0009995	RRab
HAT-162-0000033	Problem
HAT-221-0026769	Variable-not-RR
HAT-129-0000557	Variable-not-RR
HAT-232-0006582	Variable-not-RR
HAT-165-0027434	Variable-not-RR
HAT-123-0019115	RRab
HAT-155-0002527	Problem
HAT-096-0015753	Unsure
HAT-162-0000921	Variable-not-RR
HAT-122-0003190	Variable-not-RR
HAT-186-0004864	Unsure
HAT-205-0025420	Unsure
HAT-124-0000004	Variable-not-RR
HAT-167-0013610	Unsure
HAT-124-0000001	Variable-not-RR
HAT-088-0000062	Problem
HAT-127-0004752	Variable-not-RR
HAT-214-0019329	Variable-not-RR
HAT-238-0013573	RRab
HAT-215-0015358	Variable-not-RR
HAT-212-0001723	RRab
HAT-365-0009217	RRab
HAT-093-0005805	Variable-not-RR
HAT-187-0005720	Variable-not-RR
HAT-150-0003415	Variable-not-RR
HAT-038-0002041	Variable-not-RR
HAT-133-0028605	Variable-not-RR
HAT-170-0021606	Variable-not-RR
HAT-167-0022492	RRab
HAT-057-0003061	Variable-not-RR
HAT-206-0022141	Variable-not-RR
HAT-135-0010704	Variable-not-RR
HAT-126-0013504	Variable-not-RR
HAT-088-0015390	Variable-not-RR
HAT-215-0011830	Variable-not-RR
HAT-215-0028631	Variable-not-RR
HAT-140-0005919	RRc
HAT-216-0001930	Variable-not-RR
HAT-103-0000970	Variable-not-RR
HAT-088-0001135	Variable-not-RR
HAT-181-0007027	Variable-not-RR
HAT-155-0008703	Variable-not-RR
HAT-161-0000399	Variable-not-RR
HAT-177-0010015	Unsure
HAT-173-0000151	Problem
HAT-177-0011549	Variable-not-RR
HAT-177-0010544	Variable-not-RR
HAT-197-0000751	Problem
HAT-286-0018298	RRab
HAT-127-0043771	Variable-not-RR
HAT-205-0023373	Variable-not-RR
HAT-177-0009382	Unsure
HAT-276-0007158	RRab
HAT-145-0004010	Variable-not-RR
HAT-137-0005957	Variable-not-RR
HAT-092-0428422	Variable-not-RR
HAT-162-0015830	Variable-not-RR
HAT-059-0000578	Variable-not-RR
HAT-161-0000311	Variable-not-RR
HAT-130-0001327	Variable-not-RR
HAT-144-0001398	Variable-not-RR
HAT-141-0004887	RRab
HAT-127-0036698	Variable-not-RR
HAT-206-0004682	Unsure
HAT-215-0002643	Variable-not-RR
HAT-159-0005485	Variable-not-RR
HAT-128-0001058	Problem
HAT-222-0015010	Variable-not-RR
HAT-136-0010966	Variable-not-RR
HAT-136-0010746	Variable-not-RR
HAT-121-0000687	Variable-not-RR
HAT-175-0019363	Variable-not-RR
HAT-080-0000019	Variable-not-RR
HAT-205-0017839	Unsure
HAT-151-0015926	Variable-not-RR
HAT-141-0005842	Variable-not-RR
HAT-170-0002039	Variable-not-RR
HAT-132-0002336	Variable-not-RR
HAT-185-0007809	Variable-not-RR
HAT-277-0000146	Not-variable
HAT-214-0002725	Variable-not-RR
HAT-064-0013951	Variable-not-RR
HAT-242-0032403	RRab
HAT-057-0015442	RRab
HAT-096-0018533	Variable-not-RR
HAT-087-0000098	Variable-not-RR
HAT-136-0012017	Variable-not-RR
HAT-164-0005528	Unsure
HAT-089-0000593	Problem
HAT-277-0008287	RRab
HAT-194-0000871	Variable-not-RR
HAT-056-0626439	Variable-not-RR
HAT-038-0016248	Variable-not-RR
HAT-059-0001350	Variable-not-RR
HAT-150-0007228	Variable-not-RR
HAT-164-0013373	RRab
HAT-114-0003844	Variable-not-RR
HAT-214-0007644	Unsure
HAT-122-0000112	Variable-not-RR
HAT-175-0027380	Variable-not-RR
HAT-219-0026168	Variable-not-RR
HAT-285-0010541	RRab
HAT-150-0013130	Variable-not-RR
HAT-389-0059278	RRc
HAT-357-0015210	RRab
HAT-122-0016520	Variable-not-RR
